"Count","Percent","Word"
"0002","00.00%","tsandcs"
"0002","00.00%","tsunamis"
"0002","00.00%","tues"
"0002","00.00%","tulip"
"0002","00.00%","turning"
"0002","00.00%","twenty"
"0002","00.00%","twilight"
"0002","00.00%","txt-2-shop"
"0002","00.00%","txt82228"
"0002","00.00%","txtno"
"0002","00.00%","txtstop"
"0002","00.00%","txttowin"
"0002","00.00%","uh"
"0002","00.00%","ultimatum"
"0002","00.00%","unbelievable"
"0002","00.00%","unbreakable"
"0002","00.00%","underwear"
"0002","00.00%","unemployed"
"0002","00.00%","unfortunately"
"0002","00.00%","unkempt"
"0002","00.00%","unknown"
"0002","00.00%","unnecessarily"
"0002","00.00%","untamed"
"0002","00.00%","up4"
"0002","00.00%","upd8"
"0002","00.00%","update_now"
"0002","00.00%","upstairs"
"0002","00.00%","usb"
"0002","00.00%","useful"
"0002","00.00%","usher"
"0002","00.00%","utter"
"0002","00.00%","vaazhthukkal"
"0002","00.00%","vale"
"0002","00.00%","value"
"0002","00.00%","vday"
"0002","00.00%","vegas"
"0002","00.00%","verified"
"0002","00.00%","vewy"
"0002","00.00%","vid"
"0002","00.00%","violated"
"0002","00.00%","violet"
"0002","00.00%","virgin"
"0002","00.00%","visionsms"
"0002","00.00%","viva"
"0002","00.00%","vivek"
"0002","00.00%","vomiting"
"0002","00.00%","vth"
"0002","00.00%","vu"
"0002","00.00%","w1j"
"0002","00.00%","waheed"
"0002","00.00%","waht"
"0002","00.00%","waited"
"0002","00.00%","wallpaper"
"0002","00.00%","wan2"
"0002","00.00%","warning"
"0002","00.00%","warranty"
"0002","00.00%","wasn"
"0002","00.00%","wasted"
"0002","00.00%","watever"
"0002","00.00%","wating"
"0002","00.00%","wave"
"0002","00.00%","waves"
"0002","00.00%","web"
"0002","00.00%","wee"
"0002","00.00%","week-stop"
"0002","00.00%","weekend's"
"0002","00.00%","weigh"
"0002","00.00%","weirdest"
"0002","00.00%","welcomes"
"0002","00.00%","west"
"0002","00.00%","westlife"
"0002","00.00%","whatsup"
"0002","00.00%","whn"
"0002","00.00%","whose"
"0002","00.00%","whr"
"0002","00.00%","wicklow"
"0002","00.00%","widelive"
"0002","00.00%","wifi"
"0002","00.00%","wihtuot"
"0002","00.00%","win-82050"
"0002","00.00%","wind"
"0002","00.00%","window"
"0002","00.00%","windows"
"0002","00.00%","wipro"
"0002","00.00%","wishin"
"0002","00.00%","wiskey"
"0002","00.00%","wkent"
"0002","00.00%","wkg"
"0002","00.00%","wks"
"0002","00.00%","wld"
"0002","00.00%","wml"
"0002","00.00%","wo"
"0002","00.00%","woken"
"0002","00.00%","woot"
"0002","00.00%","worlds"
"0002","00.00%","worst"
"0002","00.00%","woulda"
"0002","00.00%","wrnog"
"0002","00.00%","wrote"
"0002","00.00%","wuld"
"0002","00.00%","x49"
"0002","00.00%","xam"
"0002","00.00%","xxxmobilemovieclub"
"0002","00.00%","xxxxx"
"0002","00.00%","yarasu"
"0002","00.00%","yck"
"0002","00.00%","yelling"
"0002","00.00%","yellow"
"0002","00.00%","yes-440"
"0002","00.00%","youre"
"0002","00.00%","yunny"
"0002","00.00%","zindgi"
"0002","00.00%","zoe"
"0001","00.00%","000pes"
"0001","00.00%","0089"
"0001","00.00%","0121"
"0001","00.00%","01223585236"
"0001","00.00%","0125698789"
"0001","00.00%","0207-083-6089"
"0001","00.00%","02072069400"
"0001","00.00%","02085076972"
"0001","00.00%","0430-jul-05"
"0001","00.00%","07008009200"
"0001","00.00%","07046744435"
"0001","00.00%","07090201529"
"0001","00.00%","07090298926"
"0001","00.00%","07099833605"
"0001","00.00%","0721072"
"0001","00.00%","07732584351"
"0001","00.00%","07753741225"
"0001","00.00%","077xxx"
"0001","00.00%","078"
"0001","00.00%","07801543489"
"0001","00.00%","07808"
"0001","00.00%","07808247860"
"0001","00.00%","07808726822"
"0001","00.00%","07815296484"
"0001","00.00%","078498"
"0001","00.00%","07880867867"
"0001","00.00%","0789xxxxxxx"
"0001","00.00%","07946746291"
"0001","00.00%","0796xxxxxx"
"0001","00.00%","07973788240"
"0001","00.00%","08"
"0001","00.00%","08002988890"
"0001","00.00%","08081263000"
"0001","00.00%","08448350055"
"0001","00.00%","08448714184"
"0001","00.00%","08450542832"
"0001","00.00%","08452810071"
"0001","00.00%","08700435505150p"
"0001","00.00%","08700469649"
"0001","00.00%","08701213186"
"0001","00.00%","08701237397"
"0001","00.00%","0870141701216"
"0001","00.00%","087016248"
"0001","00.00%","08701752560"
"0001","00.00%","087018728737"
"0001","00.00%","08702490080"
"0001","00.00%","08704050406"
"0001","00.00%","08704439680"
"0001","00.00%","08704439680ts"
"0001","00.00%","0870737910216yrs"
"0001","00.00%","08707500020"
"0001","00.00%","0870753331018"
"0001","00.00%","08707808226"
"0001","00.00%","08708800282"
"0001","00.00%","08709501522"
"0001","00.00%","0871-4719-523"
"0001","00.00%","0871-872-9755"
"0001","00.00%","0871-872-9758"
"0001","00.00%","087104711148"
"0001","00.00%","08712103738"
"0001","00.00%","0871212025016"
"0001","00.00%","087123002209am-7pm"
"0001","00.00%","08712400200"
"0001","00.00%","08712400603"
"0001","00.00%","08712402578"
"0001","00.00%","08712402779"
"0001","00.00%","08712402902"
"0001","00.00%","08712402972"
"0001","00.00%","08712404000"
"0001","00.00%","08712466669"
"0001","00.00%","0871277810710p"
"0001","00.00%","0871277810910p"
"0001","00.00%","08714342399"
"0001","00.00%","087147123779am-7pm"
"0001","00.00%","08714712379"
"0001","00.00%","08714712388"
"0001","00.00%","08714712394"
"0001","00.00%","08714712412"
"0001","00.00%","08714714011"
"0001","00.00%","08715203028"
"0001","00.00%","08715203649"
"0001","00.00%","08715203652"
"0001","00.00%","08715203656"
"0001","00.00%","08715203677"
"0001","00.00%","08715203685"
"0001","00.00%","08715203694"
"0001","00.00%","08715205273"
"0001","00.00%","08715500022"
"0001","00.00%","08717111821"
"0001","00.00%","08717168528"
"0001","00.00%","08717205546"
"0001","00.00%","08717507382"
"0001","00.00%","08717509990"
"0001","00.00%","08717890890"
"0001","00.00%","08717895698"
"0001","00.00%","08718711108"
"0001","00.00%","08718723815"
"0001","00.00%","08718725756"
"0001","00.00%","08718726970"
"0001","00.00%","08718726971"
"0001","00.00%","08718726978"
"0001","00.00%","087187272008"
"0001","00.00%","08718730555"
"0001","00.00%","08718738002"
"0001","00.00%","08718738034"
"0001","00.00%","08719180219"
"0001","00.00%","08719181259"
"0001","00.00%","08719181503"
"0001","00.00%","08719839835"
"0001","00.00%","08719899217"
"0001","00.00%","08719899229"
"0001","00.00%","08719899230"
"0001","00.00%","09041940223"
"0001","00.00%","09050000301"
"0001","00.00%","09050000332"
"0001","00.00%","09050000460"
"0001","00.00%","09050000555"
"0001","00.00%","09050000878"
"0001","00.00%","09050000928"
"0001","00.00%","09050001295"
"0001","00.00%","09050005321"
"0001","00.00%","09050280520"
"0001","00.00%","09053750005"
"0001","00.00%","09057039994"
"0001","00.00%","09058091870"
"0001","00.00%","09058094454"
"0001","00.00%","09058094455"
"0001","00.00%","09058094507"
"0001","00.00%","09058094583"
"0001","00.00%","09058094594"
"0001","00.00%","09058095107"
"0001","00.00%","09058095201"
"0001","00.00%","09058097189"
"0001","00.00%","09058097218"
"0001","00.00%","09058098002"
"0001","00.00%","09061104276"
"0001","00.00%","09061104283"
"0001","00.00%","09061701444"
"0001","00.00%","09061701851"
"0001","00.00%","09061701939"
"0001","00.00%","09061743810"
"0001","00.00%","09061743811"
"0001","00.00%","09061749602"
"0001","00.00%","09061790125"
"0001","00.00%","09061790126"
"0001","00.00%","09063440451"
"0001","00.00%","09063442151"
"0001","00.00%","0906346330"
"0001","00.00%","09064012103"
"0001","00.00%","09064015307"
"0001","00.00%","09064017295"
"0001","00.00%","09064017305"
"0001","00.00%","09064018838"
"0001","00.00%","09064019788"
"0001","00.00%","09065069120"
"0001","00.00%","09065069154"
"0001","00.00%","09065171142-stopsms-08"
"0001","00.00%","09065171142-stopsms-08718727870150ppm"
"0001","00.00%","09065394514"
"0001","00.00%","09065394973"
"0001","00.00%","09065989180"
"0001","00.00%","09066358361"
"0001","00.00%","09066361921"
"0001","00.00%","09066362206"
"0001","00.00%","09066362220"
"0001","00.00%","09066364349"
"0001","00.00%","09066368327"
"0001","00.00%","09066368470"
"0001","00.00%","09066368753"
"0001","00.00%","09066649731from"
"0001","00.00%","09066660100"
"0001","00.00%","09071512432"
"0001","00.00%","09071517866"
"0001","00.00%","09077818151"
"0001","00.00%","09090204448"
"0001","00.00%","09090900040"
"0001","00.00%","09094100151"
"0001","00.00%","09094646631"
"0001","00.00%","09095350301"
"0001","00.00%","09096102316"
"0001","00.00%","09099725823"
"0001","00.00%","09099726395"
"0001","00.00%","09099726429"
"0001","00.00%","09099726481"
"0001","00.00%","09099726553"
"0001","00.00%","09111030116"
"0001","00.00%","09111032124"
"0001","00.00%","09701213186"
"0001","00.00%","0a"
"0001","00.00%","0quit"
"0001","00.00%","1-hanuman"
"0001","00.00%","1-month"
"0001","00.00%","100's"
"0001","00.00%","1000call"
"0001","00.00%","100p"
"0001","00.00%","100txt"
"0001","00.00%","1013"
"0001","00.00%","10am"
"0001","00.00%","10th"
"0001","00.00%","1120"
"0001","00.00%","1131"
"0001","00.00%","1146"
"0001","00.00%","116"
"0001","00.00%","1172"
"0001","00.00%","118p"
"0001","00.00%","1205"
"0001","00.00%","120p"
"0001","00.00%","1225"
"0001","00.00%","125"
"0001","00.00%","128"
"0001","00.00%","12hours"
"0001","00.00%","130"
"0001","00.00%","139"
"0001","00.00%","140"
"0001","00.00%","1405"
"0001","00.00%","140ppm"
"0001","00.00%","146tf150p"
"0001","00.00%","14tcr"
"0001","00.00%","14thmarch"
"0001","00.00%","150ppmpobox10183bhamb64xe"
"0001","00.00%","150ppmsg"
"0001","00.00%","150pw"
"0001","00.00%","151"
"0001","00.00%","15541"
"0001","00.00%","15pm"
"0001","00.00%","1680"
"0001","00.00%","180"
"0001","00.00%","1843"
"0001","00.00%","195"
"0001","00.00%","1apple"
"0001","00.00%","1b6a5ecef91ff9"
"0001","00.00%","1cup"
"0001","00.00%","1da"
"0001","00.00%","1er"
"0001","00.00%","1im"
"0001","00.00%","1lemon"
"0001","00.00%","1mega"
"0001","00.00%","1million"
"0001","00.00%","1pm"
"0001","00.00%","1st4terms"
"0001","00.00%","1stchoice"
"0001","00.00%","1stone"
"0001","00.00%","1thing"
"0001","00.00%","1tulsi"
"0001","00.00%","1winawk"
"0001","00.00%","1yf"
"0001","00.00%","2-4-1"
"0001","00.00%","2-bajarangabali"
"0001","00.00%","2006"
"0001","00.00%","200p"
"0001","00.00%","2025050"
"0001","00.00%","20m12aq"
"0001","00.00%","220cm2"
"0001","00.00%","2309"
"0001","00.00%","23f"
"0001","00.00%","23g"
"0001","00.00%","24m"
"0001","00.00%","24th"
"0001","00.00%","255"
"0001","00.00%","2667"
"0001","00.00%","2814032"
"0001","00.00%","28th"
"0001","00.00%","28thfeb"
"0001","00.00%","2b"
"0001","00.00%","2bold"
"0001","00.00%","2channel"
"0001","00.00%","2docd"
"0001","00.00%","2exit"
"0001","00.00%","2ez"
"0001","00.00%","2getha"
"0001","00.00%","2hook"
"0001","00.00%","2hrs"
"0001","00.00%","2i"
"0001","00.00%","2kbsubject"
"0001","00.00%","2morrowxxxx"
"0001","00.00%","2mro"
"0001","00.00%","2mwen"
"0001","00.00%","2nhite"
"0001","00.00%","2nights"
"0001","00.00%","2nite-tell"
"0001","00.00%","2price"
"0001","00.00%","2px"
"0001","00.00%","2stoptx"
"0001","00.00%","2u2"
"0001","00.00%","2watershd"
"0001","00.00%","2wu"
"0001","00.00%","2years"
"0001","00.00%","2yrs"
"0001","00.00%","3-maruti"
"0001","00.00%","3000"
"0001","00.00%","300603t"
"0001","00.00%","30apr"
"0001","00.00%","30pm"
"0001","00.00%","30s"
"0001","00.00%","30th"
"0001","00.00%","310303"
"0001","00.00%","32"
"0001","00.00%","32000"
"0001","00.00%","3230"
"0001","00.00%","32323"
"0001","00.00%","330"
"0001","00.00%","35p"
"0001","00.00%","3750"
"0001","00.00%","37819"
"0001","00.00%","38"
"0001","00.00%","382"
"0001","00.00%","391784"
"0001","00.00%","3days"
"0001","00.00%","3lions"
"0001","00.00%","3miles"
"0001","00.00%","3mobile"
"0001","00.00%","3optical"
"0001","00.00%","3pound"
"0001","00.00%","3wks"
"0001","00.00%","3x"
"0001","00.00%","3xx"
"0001","00.00%","4'o"
"0001","00.00%","4-6"
"0001","00.00%","4-7"
"0001","00.00%","4-pavanaputra"
"0001","00.00%","400mins"
"0001","00.00%","400thousad"
"0001","00.00%","402"
"0001","00.00%","4041"
"0001","00.00%","40411"
"0001","00.00%","40mph"
"0001","00.00%","41782"
"0001","00.00%","420"
"0001","00.00%","42049"
"0001","00.00%","4217"
"0001","00.00%","42478"
"0001","00.00%","42810"
"0001","00.00%","430"
"0001","00.00%","44"
"0001","00.00%","44345"
"0001","00.00%","448712404000"
"0001","00.00%","449050000301"
"0001","00.00%","449071512431"
"0001","00.00%","45"
"0001","00.00%","450"
"0001","00.00%","450p"
"0001","00.00%","450pw"
"0001","00.00%","45pm"
"0001","00.00%","47"
"0001","00.00%","47per"
"0001","00.00%","48922"
"0001","00.00%","49"
"0001","00.00%","49557"
"0001","00.00%","4brekkie"
"0001","00.00%","4few"
"0001","00.00%","4give"
"0001","00.00%","4got"
"0001","00.00%","4goten"
"0001","00.00%","4jx"
"0001","00.00%","4msgs"
"0001","00.00%","4my"
"0001","00.00%","4qf2"
"0001","00.00%","4the"
"0001","00.00%","4thnov"
"0001","00.00%","4utxt"
"0001","00.00%","4w"
"0001","00.00%","4ward"
"0001","00.00%","4wrd"
"0001","00.00%","4xx26"
"0001","00.00%","4years"
"0001","00.00%","5-sankatmochan"
"0001","00.00%","505060"
"0001","00.00%","50award"
"0001","00.00%","50ea"
"0001","00.00%","50perweeksub"
"0001","00.00%","50pm"
"0001","00.00%","50pmmorefrommobile2bremoved-mobypobox734ls27yf"
"0001","00.00%","50ppm"
"0001","00.00%","50rcvd"
"0001","00.00%","50s"
"0001","00.00%","515"
"0001","00.00%","5226"
"0001","00.00%","526"
"0001","00.00%","528"
"0001","00.00%","545"
"0001","00.00%","5digital"
"0001","00.00%","5ish"
"0001","00.00%","5mls"
"0001","00.00%","5wkg"
"0001","00.00%","5wq"
"0001","00.00%","5years"
"0001","00.00%","6-ramaduth"
"0001","00.00%","60"
"0001","00.00%","61"
"0001","00.00%","62220cncl"
"0001","00.00%","6230"
"0001","00.00%","62735"
"0001","00.00%","63miles"
"0001","00.00%","645"
"0001","00.00%","650"
"0001","00.00%","66"
"0001","00.00%","6669"
"0001","00.00%","67441233"
"0001","00.00%","68866"
"0001","00.00%","69101"
"0001","00.00%","69200"
"0001","00.00%","69855"
"0001","00.00%","69876"
"0001","00.00%","69888nyt"
"0001","00.00%","69911"
"0001","00.00%","69969"
"0001","00.00%","69988"
"0001","00.00%","6ish"
"0001","00.00%","6missed"
"0001","00.00%","6ph"
"0001","00.00%","6times"
"0001","00.00%","6zf"
"0001","00.00%","7-mahaveer"
"0001","00.00%","71"
"0001","00.00%","730"
"0001","00.00%","731"
"0001","00.00%","74355"
"0001","00.00%","7548"
"0001","00.00%","75max"
"0001","00.00%","7634"
"0001","00.00%","7684"
"0001","00.00%","7732584351"
"0001","00.00%","78"
"0001","00.00%","79"
"0001","00.00%","7am"
"0001","00.00%","7cfca1a"
"0001","00.00%","7mp"
"0001","00.00%","7oz"
"0001","00.00%","7pm"
"0001","00.00%","7ws"
"0001","00.00%","7zs"
"0001","00.00%","8'o"
"0001","00.00%","8-8"
"0001","00.00%","8-hr"
"0001","00.00%","80's"
"0001","00.00%","8000930705"
"0001","00.00%","80122300p"
"0001","00.00%","80155"
"0001","00.00%","80160"
"0001","00.00%","8027"
"0001","00.00%","820554ad0a1705572711"
"0001","00.00%","82324"
"0001","00.00%","83021"
"0001","00.00%","83039"
"0001","00.00%","83110"
"0001","00.00%","83118"
"0001","00.00%","83332"
"0001","00.00%","83338"
"0001","00.00%","83370"
"0001","00.00%","83435"
"0001","00.00%","83738"
"0001","00.00%","84"
"0001","00.00%","84122"
"0001","00.00%","84484"
"0001","00.00%","850"
"0001","00.00%","85222"
"0001","00.00%","85233"
"0001","00.00%","85555"
"0001","00.00%","864233"
"0001","00.00%","87070"
"0001","00.00%","8714714"
"0001","00.00%","8800"
"0001","00.00%","88800"
"0001","00.00%","8883"
"0001","00.00%","89034"
"0001","00.00%","89105"
"0001","00.00%","89123"
"0001","00.00%","89938"
"0001","00.00%","8ball"
"0001","00.00%","8lb"
"0001","00.00%","9-6"
"0001","00.00%","9061100010"
"0001","00.00%","9153"
"0001","00.00%","9280114"
"0001","00.00%","9307622"
"0001","00.00%","945"
"0001","00.00%","946"
"0001","00.00%","95"
"0001","00.00%","97n7qp"
"0001","00.00%","98321561"
"0001","00.00%","9996"
"0001","00.00%","9am"
"0001","00.00%","9th"
"0001","00.00%","9yt"
"0001","00.00%","a-ffectionate"
"0001","00.00%","a-green"
"0001","00.00%","a21"
"0001","00.00%","a30"
"0001","00.00%","aa"
"0001","00.00%","aaniye"
"0001","00.00%","aaooooright"
"0001","00.00%","ab"
"0001","00.00%","abbey"
"0001","00.00%","abdomen"
"0001","00.00%","abeg"
"0001","00.00%","abel"
"0001","00.00%","aberdeen"
"0001","00.00%","abnormally"
"0001","00.00%","aboutas"
"0001","00.00%","above"
"0001","00.00%","abroad"
"0001","00.00%","absence"
"0001","00.00%","absolutely"
"0001","00.00%","abstract"
"0001","00.00%","abuse"
"0001","00.00%","abusers"
"0001","00.00%","accent"
"0001","00.00%","accenture"
"0001","00.00%","accessible"
"0001","00.00%","accidant"
"0001","00.00%","accommodation"
"0001","00.00%","accommodationvouchers"
"0001","00.00%","accomodate"
"0001","00.00%","accomodations"
"0001","00.00%","accordin"
"0001","00.00%","account's"
"0001","00.00%","accounting"
"0001","00.00%","accumulation"
"0001","00.00%","achan"
"0001","00.00%","achieve"
"0001","00.00%","acid"
"0001","00.00%","acknowledgement"
"0001","00.00%","acnt"
"0001","00.00%","act"
"0001","00.00%","actin"
"0001","00.00%","activ8"
"0001","00.00%","adding"
"0001","00.00%","adds"
"0001","00.00%","adewale"
"0001","00.00%","adi"
"0001","00.00%","adjustable"
"0001","00.00%","admission"
"0001","00.00%","adp"
"0001","00.00%","adress"
"0001","00.00%","adrian"
"0001","00.00%","adrink"
"0001","00.00%","adsense"
"0001","00.00%","adults"
"0001","00.00%","adventuring"
"0001","00.00%","advising"
"0001","00.00%","advisors"
"0001","00.00%","afew"
"0001","00.00%","affectionate"
"0001","00.00%","affections"
"0001","00.00%","affidavit"
"0001","00.00%","afford"
"0001","00.00%","afghanistan"
"0001","00.00%","africa"
"0001","00.00%","african"
"0001","00.00%","afternon"
"0001","00.00%","afternoons"
"0001","00.00%","afterwards"
"0001","00.00%","agency"
"0001","00.00%","agent"
"0001","00.00%","agents"
"0001","00.00%","agidhane"
"0001","00.00%","aging"
"0001","00.00%","ahhh"
"0001","00.00%","ahhhh"
"0001","00.00%","ahold"
"0001","00.00%","aid"
"0001","00.00%","aids"
"0001","00.00%","aig"
"0001","00.00%","air1"
"0001","00.00%","ajith"
"0001","00.00%","ak"
"0001","00.00%","akon-lonely"
"0001","00.00%","alaikkum"
"0001","00.00%","albi"
"0001","00.00%","album-quite"
"0001","00.00%","aldrine"
"0001","00.00%","alertfrom"
"0001","00.00%","alerts"
"0001","00.00%","aletter"
"0001","00.00%","alex's"
"0001","00.00%","algebra"
"0001","00.00%","algorithms"
"0001","00.00%","alian"
"0001","00.00%","alibi"
"0001","00.00%","all's"
"0001","00.00%","allalo"
"0001","00.00%","allday"
"0001","00.00%","alle"
"0001","00.00%","allo"
"0001","00.00%","allows"
"0001","00.00%","alot"
"0001","00.00%","alter"
"0001","00.00%","alternative"
"0001","00.00%","alto18"
"0001","00.00%","alwa"
"0001","00.00%","amanda"
"0001","00.00%","ambitious"
"0001","00.00%","ambrith"
"0001","00.00%","ami"
"0001","00.00%","amigos"
"0001","00.00%","amk"
"0001","00.00%","amla"
"0001","00.00%","amma"
"0001","00.00%","ammae"
"0001","00.00%","ammo"
"0001","00.00%","amnow"
"0001","00.00%","amore"
"0001","00.00%","amplikater"
"0001","00.00%","amrca"
"0001","00.00%","amrita"
"0001","00.00%","ams"
"0001","00.00%","ana"
"0001","00.00%","anal"
"0001","00.00%","analysis"
"0001","00.00%","anand"
"0001","00.00%","anderson"
"0001","00.00%","andre"
"0001","00.00%","andres"
"0001","00.00%","andrews-boy"
"0001","00.00%","angels"
"0001","00.00%","animal"
"0001","00.00%","anjie"
"0001","00.00%","anjola's"
"0001","00.00%","annoncement"
"0001","00.00%","announced"
"0001","00.00%","annoyin"
"0001","00.00%","anonymous"
"0001","00.00%","answerin"
"0001","00.00%","answr"
"0001","00.00%","antelope"
"0001","00.00%","antha"
"0001","00.00%","antibiotic"
"0001","00.00%","anybody's"
"0001","00.00%","anyhow"
"0001","00.00%","anyones"
"0001","00.00%","anyplaces"
"0001","00.00%","anythiing"
"0001","00.00%","anything's"
"0001","00.00%","anythingtomorrow"
"0001","00.00%","apes"
"0001","00.00%","apeshit"
"0001","00.00%","aphex"
"0001","00.00%","apnt"
"0001","00.00%","apologetic"
"0001","00.00%","apologize"
"0001","00.00%","apology"
"0001","00.00%","appeal"
"0001","00.00%","appear"
"0001","00.00%","appendix"
"0001","00.00%","applausestore"
"0001","00.00%","apples"
"0001","00.00%","applyed"
"0001","00.00%","applying"
"0001","00.00%","appointments"
"0001","00.00%","approaches"
"0001","00.00%","approaching"
"0001","00.00%","appropriate"
"0001","00.00%","approve"
"0001","00.00%","approved"
"0001","00.00%","appy"
"0001","00.00%","apt"
"0001","00.00%","aptitude"
"0001","00.00%","aquarius"
"0001","00.00%","arab"
"0001","00.00%","arabian"
"0001","00.00%","archive"
"0001","00.00%","arestaurant"
"0001","00.00%","aretaking"
"0001","00.00%","areyouunique"
"0001","00.00%","argentina"
"0001","00.00%","arguing"
"0001","00.00%","arguments"
"0001","00.00%","aries"
"0001","00.00%","arise"
"0001","00.00%","arises"
"0001","00.00%","arithmetic"
"0001","00.00%","armand's"
"0001","00.00%","armenia"
"0001","00.00%","arngd"
"0001","00.00%","arnt"
"0001","00.00%","aroundn"
"0001","00.00%","arr"
"0001","00.00%","arranging"
"0001","00.00%","arrival"
"0001","00.00%","arrived"
"0001","00.00%","arrow"
"0001","00.00%","artists"
"0001","00.00%","arty"
"0001","00.00%","arul"
"0001","00.00%","asa"
"0001","00.00%","asda"
"0001","00.00%","ashes"
"0001","00.00%","ashley"
"0001","00.00%","ashley's"
"0001","00.00%","ashwini"
"0001","00.00%","asia"
"0001","00.00%","asian"
"0001","00.00%","asjesus"
"0001","00.00%","aslamalaikkum"
"0001","00.00%","aspects"
"0001","00.00%","assessment"
"0001","00.00%","asshole"
"0001","00.00%","assistance"
"0001","00.00%","associate"
"0001","00.00%","asssssholeeee"
"0001","00.00%","assumed"
"0001","00.00%","asthere"
"0001","00.00%","asthma"
"0001","00.00%","astne"
"0001","00.00%","astoundingly"
"0001","00.00%","astrology"
"0001","00.00%","astronomer"
"0001","00.00%","asus"
"0001","00.00%","asusual"
"0001","00.00%","athletic"
"0001","00.00%","athome"
"0001","00.00%","atleast"
"0001","00.00%","atrocious"
"0001","00.00%","attach"
"0001","00.00%","attack"
"0001","00.00%","atten"
"0001","00.00%","attended"
"0001","00.00%","attending"
"0001","00.00%","attention"
"0001","00.00%","attitude"
"0001","00.00%","attraction"
"0001","00.00%","attractive"
"0001","00.00%","attracts"
"0001","00.00%","attributed"
"0001","00.00%","audiitions"
"0001","00.00%","audrey"
"0001","00.00%","audrey's"
"0001","00.00%","audrie"
"0001","00.00%","auntie"
"0001","00.00%","aunties"
"0001","00.00%","aunty's"
"0001","00.00%","aust"
"0001","00.00%","australia"
"0001","00.00%","authorise"
"0001","00.00%","autocorrect"
"0001","00.00%","ava"
"0001","00.00%","availa"
"0001","00.00%","avalarr"
"0001","00.00%","avble"
"0001","00.00%","avenge"
"0001","00.00%","avenue"
"0001","00.00%","avin"
"0001","00.00%","avo"
"0001","00.00%","avoids"
"0001","00.00%","awkward"
"0001","00.00%","awww"
"0001","00.00%","ax"
"0001","00.00%","axis"
"0001","00.00%","ay"
"0001","00.00%","ayo"
"0001","00.00%","b'coz"
"0001","00.00%","b'tooth"
"0001","00.00%","b-blue"
"0001","00.00%","b-day"
"0001","00.00%","b4u"
"0001","00.00%","b4utele"
"0001","00.00%","ba128nnfwfly150ppm"
"0001","00.00%","baaaaaaaabe"
"0001","00.00%","baaaaabe"
"0001","00.00%","babygoodbye"
"0001","00.00%","babyjontet"
"0001","00.00%","babysit"
"0001","00.00%","babysitting"
"0001","00.00%","bac"
"0001","00.00%","backdoor"
"0001","00.00%","backwards"
"0001","00.00%","badass"
"0001","00.00%","badly"
"0001","00.00%","badrith"
"0001","00.00%","baig"
"0001","00.00%","bailiff"
"0001","00.00%","bakra"
"0001","00.00%","bakrid"
"0001","00.00%","ball"
"0001","00.00%","baller"
"0001","00.00%","balloon"
"0001","00.00%","balls"
"0001","00.00%","bam"
"0001","00.00%","bambling"
"0001","00.00%","band"
"0001","00.00%","bandages"
"0001","00.00%","bangb"
"0001","00.00%","bangbabes"
"0001","00.00%","bani"
"0001","00.00%","banned"
"0001","00.00%","banneduk"
"0001","00.00%","banter"
"0001","00.00%","bao"
"0001","00.00%","barbie"
"0001","00.00%","barcelona"
"0001","00.00%","bare"
"0001","00.00%","bari"
"0001","00.00%","barkleys"
"0001","00.00%","barmed"
"0001","00.00%","barolla"
"0001","00.00%","barred"
"0001","00.00%","barrel"
"0001","00.00%","barring"
"0001","00.00%","barry"
"0001","00.00%","bars"
"0001","00.00%","bash"
"0001","00.00%","basket's"
"0001","00.00%","basketball"
"0001","00.00%","basq"
"0001","00.00%","batchlor"
"0001","00.00%","bathroom"
"0001","00.00%","batsman"
"0001","00.00%","batt"
"0001","00.00%","bawling"
"0001","00.00%","bb's"
"0001","00.00%","bbc"
"0001","00.00%","bbdeluxe"
"0001","00.00%","bbq"
"0001","00.00%","bcaz"
"0001","00.00%","bcm"
"0001","00.00%","bcmsfwc1n3xx"
"0001","00.00%","bcs"
"0001","00.00%","bcum"
"0001","00.00%","bcz"
"0001","00.00%","beach"
"0001","00.00%","beads"
"0001","00.00%","beatings"
"0001","00.00%","beauties"
"0001","00.00%","becaus"
"0001","00.00%","becausethey"
"0001","00.00%","becz"
"0001","00.00%","bedbut"
"0001","00.00%","bedreal"
"0001","00.00%","beeen"
"0001","00.00%","beehoon"
"0001","00.00%","beendropping"
"0001","00.00%","beer-rs"
"0001","00.00%","beerage"
"0001","00.00%","beers"
"0001","00.00%","beforehand"
"0001","00.00%","beggar"
"0001","00.00%","begins"
"0001","00.00%","begun"
"0001","00.00%","behalf"
"0001","00.00%","bellearlier"
"0001","00.00%","belligerent"
"0001","00.00%","belong"
"0001","00.00%","belongs"
"0001","00.00%","belt"
"0001","00.00%","bend"
"0001","00.00%","bennys"
"0001","00.00%","bergkamp"
"0001","00.00%","beside"
"0001","00.00%","beta"
"0001","00.00%","beth"
"0001","00.00%","betta"
"0001","00.00%","bettersn"
"0001","00.00%","bettr"
"0001","00.00%","beverage"
"0001","00.00%","bevies"
"0001","00.00%","bffs"
"0001","00.00%","bfore"
"0001","00.00%","bhaskar"
"0001","00.00%","bhayandar"
"0001","00.00%","bian"
"0001","00.00%","biatch"
"0001","00.00%","bike"
"0001","00.00%","billing"
"0001","00.00%","billy"
"0001","00.00%","bilo"
"0001","00.00%","bimbo"
"0001","00.00%","biola"
"0001","00.00%","biola's"
"0001","00.00%","biro"
