count,word
3,philosophy
3,phne
2,phoenix
125,phone
1,phone's
1,phonebook
2,phoned
13,phones
1,phony
7,photo
5,photos
1,photoshop
2,php
1,phrase
1,phyhcmk
1,physics
1,piah
19,pic
71,pick
8,picked
12,picking
2,pickle
19,pics
3,picture
5,pictures
4,pie
2,piece
3,pieces
1,pierre
4,pig
1,piggy
6,pilates
1,pile
1,pillows
2,pimples
6,pin
3,pink
1,pints
1,pisces
2,piss
5,pissed
1,pist
1,pity
8,pix
1,pixels
8,pizza
1,pl
60,place
1,placed
2,placement
5,places
1,plaid
32,plan
5,plane
2,planet
1,planettalkinstant
7,planned
8,planning
11,plans
1,plate
1,platt
39,play
4,played
15,player
7,players
1,playin
5,playing
1,playng
2,plaza
1,pleasant
135,please
6,pleased
1,pleassssssseeeeee
7,pleasure
1,pleasured
6,plenty
2,plm
1,ploughing
134,pls
1,plum
1,plumbers
1,plumbing
1,plural
25,plus
1,plyr
25,plz
19,pm
1,pmt
35,po
16,pobox
1,pocay
1,pocked
3,pocketbabe
1,pockets
1,pocy
4,pod
2,poem
1,poet
13,point
20,points
2,poker
1,poking
1,pokkiri
2,pole
11,police
2,politicians
2,polo
19,poly
1,polyc
2,polyh
3,polyph
5,polyphonic
8,polys
5,pongal
1,ponnungale
1,poo
1,pooja
1,pookie
2,pool
2,poop
10,poor
1,poorly
1,poortiyagi
3,pop
2,popcorn
3,popped
1,popping
4,porn
1,porridge
1,port
1,portal
1,portege
1,portions
1,pose
1,posh
1,posible
2,position
1,positions
1,positive
3,possession
1,possessive
1,possessiveness
1,possibility
9,possible
1,possibly
19,post
1,postal
2,postcard
3,postcode
6,posted
1,posting
1,postponed
2,posts
1,potato
3,potential
2,potter
2,pouch
8,pound
1,pounded
19,pounds
1,poured
2,pours
3,pouts
8,power
1,powerful
1,poyyarikatur
5,ppl
5,pple
4,ppm
5,prabha
1,prabu
1,pract
2,practical
4,practice
2,practicing
1,practicum
1,practising
1,praises
1,prakasam
1,prakasamanu
1,prakesh
1,praps
1,prasad
1,prasanth
1,prashanthettan's
1,praveesh
10,pray
1,prayers
3,praying
1,prayrs
1,pre
1,pre-book
1,predict
1,predicte
1,predicting
1,prediction
1,predictive
3,prefer
4,preferably
2,prem
1,premarica
2,premier
2,premium
2,prepaid
4,prepare
2,prepared
2,prepayment
1,preponed
1,preschoolco-ordinator
1,prescribed
1,prescripiton
2,prescription
1,presence
7,present
1,presents
1,president
1,presleys
1,presnts
13,press
1,pressies
1,pressure
1,prestige
1,pretend
1,pretsorginta
1,pretsovru
15,pretty
1,prevent
1,previews
3,previous
3,previously
3,prey
25,price
1,prices
2,pride
1,priest
1,prin
2,prince
1,princes
32,princess
2,print
2,printed
1,printer
1,printing
1,prior
1,priority
2,priscilla's
2,privacy
19,private
1,prix
1,priya
93,prize
1,prizeawaiting
2,prizes
1,prizeswith
1,pro
16,prob
33,probably
37,problem
1,problem-free
1,problematic
6,problems
1,problms
1,problum
1,probpop
2,probs
1,probthat
6,process
2,processed
1,prods
1,products
2,prof
1,professional
2,professors
1,profile
1,profiles
4,profit
2,program
1,programs
1,progress
14,project
1,projects
3,prolly
1,prometazine
1,prominent
9,promise
1,promised
3,promises
2,promo
1,promoting
1,promotion
1,promptly
2,prompts
1,prone
3,proof
1,proove
1,proper
2,properly
2,property
2,propose
1,props
2,propsd
1,pros
3,prospects
2,protect
3,prove
2,proverb
3,provided
1,provider
1,providing
1,province
1,proze
1,prsn
2,ps
1,pshew
1,psp
1,psxtra
1,psychiatrist
1,psychic
1,psychologist
3,ptbo
1,pthis
18,pub
4,public
1,publish
1,pubs
1,pudunga
2,pull
1,pulling
1,pulls
1,pump
1,punch
1,punish
1,punishment
1,punj
1,punto
1,puppy
1,pura
4,purchase
1,purchases
1,pure
4,purity
1,purple
4,purpose
2,purse
2,push
1,pushbutton
2,pushes
6,pussy
29,put
1,puts
2,puttin
6,putting
1,puzzeles
1,puzzles
6,q
6,qatar
1,qbank
1,qet
1,qi
1,qing
1,qjkgighjjgcbl
1,qlynnbv
7,quality
1,quarter
1,que
4,queen
1,queries
2,ques
22,question
3,questioned
12,questions
8,quick
3,quickly
2,quiet
4,quit
34,quite
1,quiteamuzing
1,quitting
15,quiz
1,quizclub
1,quizzes
5,quote
5,quoting
162,r
1,racal
2,racing
1,radiator
4,radio
2,raed
2,rael
1,raglan
1,rahul
1,raiden
3,railway
9,rain
6,raining
4,raise
1,raised
2,raj
1,rajas
3,raji
1,rajini
1,rajitha
1,rajnikant
10,rakhesh
1,raksha
4,rally
1,ralphs
1,ramen
5,ran
6,random
1,randomlly
3,randomly
2,randy
3,rang
2,range
3,ranjith
1,ranju
1,raping
24,rate
10,rates
7,rather
1,ratio
1,rats
1,raviyog
1,rawring
1,rayan
1,rayman
5,rays
1,rcb
1,rcd
1,rct
2,rcv
8,rcvd
5,rd
1,rdy
23,re
1,re-met
2,re-schedule
1,re-send
1,re-sub
31,reach
1,reache
10,reached
9,reaching
1,reacting
2,reaction
15,read
2,readers
1,readiness
13,reading
42,ready
36,real
2,realise
1,realised
1,realising
3,reality
3,realize
3,realized
1,realizes
86,really
1,reallyneed
8,realy
1,reapply
1,rearrange
14,reason
2,reasonable
4,reasons
1,reassurance
1,reassuring
1,rebel
2,reboot
1,rebooting
1,rebtel
2,rec
4,recd
5,receipt
2,receipts
38,receive
2,receivea
4,received
4,receiving
3,recent
7,recently
1,reception
2,recession
2,recharge
1,recharged
1,recieve
2,reckon
2,recognise
1,recognises
3,record
1,recorded
1,recorder
5,records
1,recount
2,recovery
1,recpt
1,recreation
1,recycling
11,red
1,redeemable
2,reduce
1,ree
4,ref
8,reference
1,references
1,referin
1,reffering
2,refilled
1,reflection
1,reflex
1,reformat
1,refreshed
1,refund
1,refunded
4,refused
2,reg
1,regalportfolio
1,regard
3,regarding
6,regards
3,register
8,registered
1,registration
4,regret
1,regretted
3,regular
1,rejected
1,related
5,relation
1,relationship
2,relatives
6,relax
1,relaxing
4,released
1,reliant
1,relieved
1,religiously
1,relocate
1,reltnship
5,rem
4,remain
3,remains
1,remb
32,remember
3,remembered
1,rememberi
2,remembr
1,remembrs
5,remind
1,reminded
3,reminder
2,reminding
1,reminds
1,remixed
2,removal
11,remove
2,removed
1,rencontre
2,renewal
1,renewed
1,renewing
9,rent
12,rental
1,renting
5,rentl
2,rents
2,repair
1,repairs
2,repeat
1,repeating
1,repent
2,replace
2,replacement
1,replacing
6,replied
1,replies
148,reply
8,replying
6,report
1,reppurcussions
10,representative
1,republic
8,request
3,requests
1,require
1,required
1,requirements
1,requires
4,research
1,resend
1,resent
1,reservations
1,reserve
1,reserved
1,reserves
1,reset
1,residency
1,resizing
1,reslove
1,resolution
1,resolved
1,resort
5,respect
2,respectful
3,responce
5,respond
3,responding
4,response
1,responsibilities
2,responsibility
1,responsible
11,rest
2,restaurant
1,restock
1,restocked
1,restrict
1,restrictions
1,resubbing
1,resubmit
4,result
5,results
2,resume
1,resuming
1,retard
1,retired
2,retrieve
7,return
3,returned
1,returning
5,returns
1,reunion
12,reveal
5,revealed
1,revealing
2,reverse
6,review
2,revision
11,reward
2,rewarding
2,rgds
1,rgent
1,rhode
2,rhythm
2,rice
3,rich
1,riddance
1,ridden
5,ride
92,right
1,rightio
2,rightly
2,rights
1,riley's
1,rimac
20,ring
1,ringing
1,rings
30,ringtone
2,ringtone-get
3,ringtoneking
10,ringtones
1,rinu
1,rip
1,ripped
1,rise
1,risk
1,risks
19,rite
1,ritten
2,river
8,road
3,roads
3,roast
1,rob
1,robinson
1,robs
11,rock
1,rocking
2,rocks
1,rodger
3,rofl
4,roger
6,role
1,roles
1,rolled
1,roller
5,romantic
1,romcapspam
3,ron
1,ron's
34,room
1,roomate
3,roommate
2,roommate's
3,roommates
5,rooms
1,ros
8,rose
1,roses
1,rough
8,round
1,rounder
1,rounds
1,route
19,row
1,rowdy
1,rows
2,royal
1,rpl
11,rply
1,rr
12,rs
2,rstm
1,rt-king
1,rtf
1,rtm
1,rto
5,ru
2,rub
1,rubber
4,rude
1,rudi
1,rugby
2,ruin
2,ruining
3,rule
1,rules
2,rum
1,rumbling
1,rummer
2,rumour
23,run
7,running
3,runs
1,rupaul
4,rush
1,rushing
1,rv
1,rvx
1,rwm
1,ryan
1,ryan's
1,ryder
83,s
1,s'fine
1,sabarish
2,sac
3,sachin
1,sack
1,sacked
2,sacrifice
21,sad
21,sae
1,saeed
11,safe
1,safely
1,safety
1,sagamu
1,saibaba
89,said
2,sake
1,salad
2,salam
5,salary
8,sale
2,sales
1,salesman
1,sall
1,salmon
2,salon
1,salt
5,sam
1,samachara
1,samantha
1,sambar
50,same
1,samus
1,sandiago
1,sane
1,sang
1,sankranti
4,santa
1,santacalling
1,sao
1,sapna
2,sar
1,sara
2,sarasota
2,sarcasm
2,sarcastic
1,saristar
1,sariyag
2,sary
1,sashimi
32,sat
1,satanic
1,sathy
2,sathya
3,satisfied
2,satisfy
1,satsgettin
1,satthen
16,saturday
3,saucy
1,sausage
13,savamob
1,savamob-member
10,save
4,saved
1,saves
1,savings
24,saw
93,say
1,sayhey
1,sayin
20,saying
27,says
1,sayy
1,sc
1,scallies
1,scammers
1,scarcasim
5,scared
3,scary
1,scenario
1,scenery
22,sch
2,schedule
27,school
2,schools
3,science
2,scold
1,scool
1,scorable
3,score
2,scores
2,scoring
2,scotch
3,scotland
2,scotsman
1,scouse
1,scraped
1,scrappy
1,scratches
1,scratching
6,scream
2,screamed
6,screaming
3,screen
1,screwd
2,scrounge
1,scrumptious
1,sculpture
2,sd
1,sday
3,se
15,sea
17,search
5,searching
5,season
3,seat
5,sec
18,second
1,secondary
3,seconds
15,secret
2,secretary
2,secretly
1,secrets
2,secs
1,section
1,sections
1,secure
1,secured
6,sed
158,see
1,see's
2,seeds
14,seeing
1,seekers
1,seeking
4,seem
4,seemed
9,seems
12,seen
1,sef
1,seh
1,sehwag
1,seing
2,select
29,selected
5,selection
9,self
1,selfindependence
2,selfish
1,selflessness
11,sell
5,selling
2,sells
2,sem
12,semester
1,semi
1,semiobscure
5,sen
196,send
3,sender
12,sending
2,sends
1,senor
1,senrd-dnot
7,sense
1,senses
1,sensible
2,sensitive
70,sent
3,sentence
3,senthil
1,sentiment
1,seperated
4,sept
1,september
1,serena
4,series
6,serious
9,seriously
1,served
1,server
60,service
18,services
2,serving
1,servs
20,set
2,setting
4,settings
3,settle
4,settled
1,settling
3,seven
1,seventeen
2,several
13,sex
1,sexiest
1,sextextuk
1,sexual
27,sexy
1,sexychat
1,sez
1,sf
1,sg
3,sh
4,sha
1,shade's
1,shadow
1,shag
2,shagged
1,shah
1,shahjahan
1,shahjahan's
1,shakara
1,shake
1,shakespeare
1,shaking
32,shall
4,shame
2,shampain
1,shangela
1,shanghai
1,shanil
1,shant
1,shaping
7,share
2,shared
2,sharing
1,shattered
1,shaved
1,shb
7,shd
144,she
5,she'll
18,she's
1,sheet
3,sheets
2,sheffield
2,shelf
1,shell
1,shelves
1,sherawat
1,shes
3,shesil
1,shexy
1,shhhhh
1,shifad
3,shijas
1,shijutta
1,shinco
1,shindig
2,shining
1,shiny
2,ship
2,shipped
3,shipping
4,shirt
3,shirts
36,shit
1,shit's
1,shite
1,shitin
1,shitinnit
2,shitload
1,shitstorm
1,shivratri
3,shld
1,shldxxxx
1,shock
2,shocking
2,shoes
1,shola
4,shoot
21,shop
1,shop--the
2,shoppin
31,shopping
1,shoranur
2,shore
9,short
3,shortage
1,shortbreaks
1,shortcode
3,shorter
4,shortly
1,shorts
3,shot
1,shoul
97,should
1,shoulders
1,shouldn
5,shouldn't
3,shouted
1,shouting
1,shove
2,shoving
25,show
1,showed
11,shower
1,showered
1,showers
7,showing
1,showr
1,showrooms
36,shows
2,shracomorsglsuplt
1,shrek
1,shrink
1,shrub
1,shsex
2,shu
1,shud
1,shudvetold
7,shuhui
1,shun
3,shut
3,shy
4,si
2,sian
2,sib
1,sic
9,sick
1,sickness
13,side
2,sigh
5,sighs
7,sight
8,sign
1,signal
1,significance
1,significant
1,signin
2,signing
1,siguviri
2,silence
9,silent
2,silently
1,silly
2,silver
7,sim
19,simple
2,simpler
6,simply
1,simpsons
1,simulate
27,since
2,sinco
1,sindu
5,sing
1,singapore
2,singing
8,single
5,singles
1,sink
1,sip
6,sipix
1,sips
38,sir
1,sir's
1,sirji
17,sis
17,sister
1,sisters
7,sit
5,site
2,sitll
1,sitter
1,sittin
9,sitting
9,situation
1,situations
2,siva
4,six
2,size
1,sized
1,skateboarding
4,skilgme
3,skillgame
1,skills
1,skinny
1,skins
1,skint
3,skip
1,skirt
7,sky
1,skye
4,skype
2,skyped
1,skyving
1,slaaaaave
1,slacking
3,slap
8,slave
58,sleep
2,sleepin
20,sleeping
1,sleepingwith
1,sleeps
2,sleepwell
2,sleepy
8,slept
2,slice
1,slices
2,slide
1,sliding
2,slightly
2,slip
3,slippers
1,slippery
2,slo
1,slob
2,slots
1,slovely
11,slow
1,slower
1,slowing
11,slowly
2,slp
1,slurp
1,smacks
11,small
1,smaller
4,smart
1,smartcall
1,smarter
1,smash
2,smashed
1,smear
1,smell
1,smells
2,smeone
1,smidgin
45,smile
1,smiled
5,smiles
1,smiley
20,smiling
1,smith
1,smith-switch
18,smoke
1,smoked
4,smokes
1,smokin
3,smoking
1,smoothly
54,sms
1,sms'd
2,smsco
1,smsing
1,smsrewards
1,smsservices
16,smth
5,sn
3,snake
1,snap
1,snappy
1,snatch
1,snd
1,sneham
1,snickering
2,snogs
1,snoring
14,snow
1,snowball
1,snowboarding
2,snowman
1,snuggles
461,so
1,soc
1,sochte
5,social
9,sofa
3,soft
3,software
1,soil
2,soiree
7,sol
1,soladha
1,sold
1,solihull
4,solve
2,solved
120,some
11,somebody
1,someday
62,someone
1,someone's
1,someonone
1,someplace
1,somerset
1,sometext
5,somethin
68,something
1,something's
4,sometime
8,sometimes
1,sometme
1,somewhat
10,somewhere
1,somewheresomeone
1,somewhr
1,somone
2,somtimes
1,sonathaya
1,sonetimes
12,song
4,songs
10,sony
5,sonyericsson
2,soo
61,soon
4,sooner
1,soonlots
1,sooo
1,soooo
2,sooooo
1,sophas
4,sore
2,sorrow
1,sorrows
159,sorry
1,sorry-i
11,sort
1,sorta
3,sorted
3,sorting
1,sorts
3,sory
3,soryda
1,sos
2,soul
12,sound
1,sounding
17,sounds
1,soundtrack
3,soup
3,source
1,sources
8,south
1,southern
1,souveniers
1,soz
1,sozi
8,sp
7,space
1,spacebucks
1,spaces
1,spageddies
1,spain
748,spam
3,spanish
2,spare
1,spares
1,spark
1,sparkling
1,spatula
33,speak
2,speaking
45,special
8,special-call
1,speciale
1,specialisation
1,specialise
9,specially
2,specific
1,specify
1,specs
3,speechless
3,speed
2,speedchat
2,speeding
1,speling
3,spell
1,spelled
1,spelling
10,spend
4,spending
8,spent
1,sphosting
1,spice
1,spider
1,spider-man
1,spiffing
2,spile
1,spin
1,spinout
1,spiral
1,spirit
1,spiritual
1,spjanuary
4,spk
5,spl
1,splash
1,splashmobile
1,splat
1,splendid
1,split
2,splleing
1,spoil
2,spoiled
1,spoilt
6,spoke
4,spoken
1,sponsors
1,spontaneously
5,spook
1,spoon
1,spoons
1,sporadically
6,sport
3,sports
1,sportsx
1,spose
1,spot
1,spotty
1,spouse
1,sppok
1,spreadsheet
7,spree
2,spring
1,springs
1,sprint
2,sptv
1,spun-out
1,spys
1,squatting
1,squeeeeeze
1,squeezed
1,squid
1,squishy
1,srs
1,srsly
1,srt
3,sry
12,st
1,stability
1,stable
1,stadium
3,staff
1,stage
1,stagwood
1,stairs
1,stalk
1,stalking
2,stamped
3,stamps
8,stand
6,standard
3,standing
1,stands
1,stapati
2,star
1,starer
2,staring
1,starring
3,stars
1,starshine
38,start
19,started
9,starting
9,starts
1,starve
1,starving
1,stash
1,stated
17,statement
1,statements
6,station
1,station's
2,status
23,stay
2,stayed
2,stayin
9,staying
2,stays
11,std
1,stdtxtrate
1,steak
1,steal
1,stealing
2,steam
1,steamboat
1,steed
1,steering
4,step
1,steps
1,stereo
1,stereophonics
1,sterling
1,sterm
2,steve
1,stewartsize
1,steyn
1,sth
2,stick
2,sticky
1,stifled
1,stil
158,still
1,stink
1,stitch
5,stock
1,stocked
6,stockport
1,stolen
3,stomach
3,stomps
2,stone
1,stoners
2,stones
1,stool
158,stop
1,stopbcm
1,stopcost
1,stopcs
5,stopped
3,stops
1,stoptxtstop
11,store
2,stores
1,stories
3,storming
20,story
4,str
6,straight
1,strain
2,strange
3,stranger
1,stream
10,street
3,stress
1,stressed
1,stressful
1,stressfull
2,stretch
1,strewn
1,strict
3,strike
1,strings
1,strip
1,stripes
1,strips
1,strokes
5,strong
2,strong-buy
1,strongly
1,strt
1,strtd
1,struggling
1,sts
1,stu
1,stubborn
3,stuck
1,studdying
2,student
1,studentfinancial
6,students
1,studies
1,studio
10,study
9,studying
1,studyn
44,stuff
1,stuff--why
1,stuffed
1,stuffing
1,stuffs
1,stunning
13,stupid
8,style
1,styles
1,styling
5,stylish
1,stylist
9,sub
1,subject
1,subletting
1,submitted
1,submitting
3,subpoly
4,subs
1,subscribe
3,subscribed
4,subscriber
1,subscribers
5,subscription
1,subscriptions
1,subscrition
1,subsequent
1,subtoitles
2,success
3,successful
3,successfully
1,such
1,sucker
1,suckers
7,sucks
1,sudden
1,suddenly
1,sudn
2,sue
1,suffer
1,suffering
1,suffers
2,sufficient
1,sugababes
1,suganya
4,sugar
1,sugardad
3,suggest
1,suggestion
1,suggestions
4,suite
1,suitemates
2,suits
1,sullivan
2,sum
1,suman
1,sumfing
9,summer
1,summers
1,summon
2,sumthin
16,sun
11,sunday
1,sundayish
2,sunlight
6,sunny
1,sunoco
1,sunroof
1,sunscreen
9,sunshine
3,suntec
6,sup
6,super
2,superb
2,superior
3,supervisor
1,suply
1,supose
1,suppliers
1,supplies
3,supply
13,support
1,supports
2,suppose
12,supposed
1,supreme
3,suprman
5,sura
71,sure
6,surely
1,surf
5,surfing
1,surgical
1,surly
1,surname
12,surprise
4,surprised
1,surrender
1,surrounded
2,survey
1,surya
1,sutra
2,sux
2,suzy
1,svc
1,swalpa
1,swan
1,swann
1,swap
1,swashbuckling
1,swat
2,swatch
1,sway
1,swayze
1,swear
1,sweater
1,sweatter
36,sweet
3,sweetest
2,sweetheart
2,sweetie
2,sweets
1,swell
1,swhrt
3,swimming
1,swimsuit
12,swing
2,swiss
2,switch
1,swollen
2,swoop
8,swt
3,swtheart
1,syd
1,syllabus
3,symbol
1,sympathetic
1,symptoms
1,synced
1,syria
1,syrup
6,system
1,systems
103,t
2,t-c
3,t-mobile
1,t-ruthful
1,t-shirt
8,t's
5,ta
1,ta-daaaaa
1,ta's
2,table
1,table's
1,tablet
3,tablets
1,tackle
2,tacos
1,tactful
1,tactless
1,tag
1,tagged
2,tahan
1,tai
1,tait
1,taj
1,taka
140,take
1,takecare
4,taken
16,takes
4,takin
18,taking
3,talent
1,talents
45,talk
1,talkbut
1,talked
1,talkin
13,talking
2,talks
1,tall
1,tallahassee
1,tallent
1,tamilnadu
9,tampa
2,tank
1,tantrum's
2,tap
3,tape
6,tariffs
1,tarot
1,tarpon
2,taste
1,tasts
6,tat
1,tata
1,tats
1,tattoos
1,tau
1,taught
4,taunton
1,taxes
2,taxi
1,taxless
1,taxt
2,taylor
1,taylor's
2,tayseer
4,tb
1,tbs
10,tc
1,tc-llc
3,tcr
4,tcs
1,tddnewsletter
1,te
7,tea
6,teach
3,teacher
1,teachers
4,teaches
2,teaching
7,team
1,teams
7,tear
2,tears
3,tease
6,teasing
2,tech
4,technical
1,technologies
2,tee
1,teenager
4,teeth
1,teju
15,tel
1,telediscount
2,telephone
1,telephonic
1,teletext
137,tell
14,telling
1,tellmiss
5,tells
2,telly
3,telphone
2,telugu
1,temales
3,temp
1,temper
4,temple
14,ten
4,tenants
1,tendencies
7,tenerife
1,tensed
2,tension
1,teresa
3,term
1,term's
1,terminated
10,terms
1,termsapply
3,terrible
2,terrific
1,terror
2,terrorist
1,terry
1,tescos
3,tessy
22,test
2,testing
3,tests
1,tex
1,texas
1,texd
191,text
1,textand
1,textbook
2,textbuddy
3,textcomp
4,texted
1,textin
6,texting
3,textoperator
4,textpod
28,texts
1,tgxxrz
12,th
39,than
1,thandiyachu
4,thangam
29,thank
77,thanks
3,thanksgiving
1,thanku
1,thankyou
32,thanx
1,thasa
527,that
1,that'd
2,that'll
56,that's
1,thatmum
43,thats
1338,the
1,theacusations
1,theater
6,theatre
1,thecd
1,thedailydraw
1,theham
14,their
1,theirs
1,thekingshead
83,them
1,themed
1,themes
5,themob
243,then
1,thenampet
1,theoretically
4,theory
1,theplace
1,thepub
202,there
1,there'll
2,there're
28,there's
2,theres
23,these
1,thesedays
2,thesis
1,thesmszone
1,thew
128,they
1,they'll
7,they're
1,theyre
2,thgt
1,thia
1,thin
62,thing
54,things
132,think
1,thinked
9,thinkin
19,thinking
14,thinks
1,thinkthis
1,thinl
1,thirtyeight
1,thirunelvali
343,this
50,thk
1,thkin
3,thm
7,thnk
1,thnq
1,thnx
18,tho
29,those
2,thot
1,thou
27,though
47,thought
2,thoughts
2,thousands
1,thout
2,thread
1,threats
4,three
2,threw
1,thriller
4,throat
12,through
4,throw
1,throwin
1,throwing
1,thrown
1,throws
8,thru
3,ths
9,tht
6,thts
1,thuglyfe
5,thurs
5,thursday
1,thus
2,thx
2,thy
6,tick
7,ticket
10,tickets
1,tie-pos
1,tiempo
1,tiger
2,tight
1,tightly
1,tigress
4,tihs
1,tiime
26,til
24,till
1,tim
220,time
1,time-hope
25,times
1,timi
1,timin
5,timing
1,timings
1,tiny
1,tip
1,tips
13,tired
1,tiring
1,tirunelvai
2,tirunelvali
3,tirupur
5,tis
2,tissco
4,title
3,titles
2,tiwary
1,tix
1,tiz
1,tke
1,tkls
4,tkts
2,tlk
4,tm
1,tm'ing
1,tming
1,tmorow
1,tmorrow
28,tmr
2,tmrw
2,tms
1,tmw
2,tnc
6,tncs
2253,to
3,toa
1,toaday
1,tobacco
1,tobed
1,tocall
6,toclaim
150,today
3,today-sunday
7,today's
21,todays
1,todo
3,tog
21,together
1,tohar
1,toilet
2,tok
1,token
1,toking
1,tol
54,told
1,toledo
1,tolerance
1,tolerat
3,toll
3,tom
3,tomarrow
1,tome
2,tomeandsaid
19,tomo
2,tomorro
93,tomorrow
1,tomorw
59,tone
26,tones
1,tonexs
1,tonght
1,tongued
60,tonight
2,tonights
10,tonite
2,tons
1,tonsolitusaswell
109,too
19,took
1,tookplace
2,tool
2,tooo
2,toot
1,tooth
1,toothpaste
1,tootsie
22,top
2,topic
1,toplay
1,topped
1,toppoly
1,tops
1,tor
7,torch
1,torrents
2,tortilla
1,torture
1,tosend
2,toshiba
1,toss
21,tot
4,total
5,totally
1,totes
17,touch
3,touched
7,tough
2,toughest
6,tour
7,towards
29,town
1,toxic
1,toyota
1,tp
6,track
1,trackmarque
2,trade
1,traditions
2,traffic
9,train
1,trained
8,training
1,trainners
2,trains
1,tram
1,tranquility
5,transaction
1,transcribing
3,transfer
3,transfered
1,transferred
2,transfr
1,transfred
2,transport
1,trash
1,trauma
2,trav
5,travel
1,traveling
1,travelled
1,travelling
1,treacle
1,treadmill
1,treasure
16,treat
2,treated
1,treatin
1,treats
1,trebles
4,tree
1,trek
1,trends
1,trial
22,tried
21,trip
1,triple
2,trips
1,trishul
1,triumphed
1,tron
8,trouble
1,troubleshooting
1,trouser
1,truble
2,truck
2,truffles
5,truly
1,truro
9,trust
1,trusting
11,truth
52,try
1,tryin
43,trying
10,ts
2,tsandcs
3,tscs
1,tsunami
2,tsunamis
4,tt
1,tt's
6,ttyl
1,tue
2,tues
8,tuesday
1,tui
4,tuition
1,tul
2,tulip
1,tunde
1,tune
1,tunji
1,turkeys
4,turn
1,turned
2,turning
6,turns
1,tuth
33,tv
1,twat
3,twelve
2,twenty
5,twice
1,twiggs
2,twilight
1,twinks
1,twins
1,twittering
33,two
1,tx
175,txt
6,txtauction
4,txtin
11,txting
2,txtno
13,txts
1,txtstar
2,txtstop
2,txttowin
1,txtx
5,tyler
1,tyler's
16,type
1,types
1,typical
4,tyrone
1174,u
8,u-find
7,u'll
6,u're
6,u've
1,uawake
1,ubandu
3,ubi
1,ud
1,ugadi
12,ugh
1,ugo's
2,uh
1,uhhhhrmm
1,uin
1,ujhhhhhhh
67,uk
1,uk-mobile-date
7,uk's
1,ukp
3,uks
1,ultimate
1,ultimately
2,ultimatum
1,um
8,umma
1,ummifying
1,ummma
3,ummmmmaah
1,un
12,un-redeemed
5,unable
2,unbelievable
2,unbreakable
1,unclaimed
12,uncle
4,uncles
1,uncomfortable
1,unconditionally
1,unconscious
1,unconsciously
1,unconvinced
1,uncountable
1,uncut
7,under
1,underdtand
13,understand
4,understanding
3,understood
2,underwear
1,undrstnd
1,undrstndng
2,unemployed
1,uneventful
1,unfolds
2,unfortunately
1,unfortuntly
1,unhappiness
1,unhappy
5,uni
1,unicef's
1,uniform
1,unintentional
1,unintentionally
4,unique
1,united
1,units
1,univ
3,university
1,unjalur
2,unkempt
2,unknown
9,unless
1,unlike
14,unlimited
1,unmits
2,unnecessarily
1,unni
1,unrecognized
4,unredeemed
1,unsecured
5,unsold
1,unspoken
7,unsub
18,unsubscribe
1,unsubscribed
2,untamed
27,until
1,unusual
309,up
1,upcharge
1,updat
24,update
2,update_now
3,upgrade
1,upgrading
1,upgrdcentre
3,upload
1,uploaded
1,upon
1,upping
1,ups
3,upset
1,upset--it's
2,upstairs
4,upto
1,uptown
391,ur
6,urawinner
4,ure
1,urfeeling
70,urgent
3,urgently
1,urgh
5,urgnt
1,urgoin
1,urgran
1,urination
4,url
1,urmom
4,urn
9,urself
67,us
2,usb
3,usc
49,use
15,used
2,useful
1,useless
9,user
1,uses
11,usf
2,usher
9,using
1,usmle
1,usps
10,usual
6,usually
1,uterus
2,utter
1,uttered
1,uup
1,uv
1,uve
1,uwana
1,uwant
1,uworld
54,v
1,v-aluable
1,va
2,vaazhthukkal
1,vague
1,vaguely
2,vale
8,valentine
1,valentine's
9,valentines
24,valid
3,valuable
2,value
1,value-morning
13,valued
1,values
1,valuing
1,varaya
1,vargu
3,various
1,varma
1,varunnathu
6,vary
1,vasai
1,vat
1,vatian
3,vava
1,vco
2,vday
8,ve
2,vegas
3,vegetables
1,veggie
1,vehicle
1,velachery
1,velly
1,velusamy
1,venaam
1,venugopal
2,verified
3,verify
1,verifying
6,version
1,versus
80,very
3,vettam
2,vewy
12,via
1,vibrant
1,vibrate
1,vibrator
1,vic
1,victoria
1,victors
2,vid
34,video
5,videochat
5,videophones
1,videos
1,videosound
1,videosounds
1,view
4,vijay
1,vijaykanth
7,vikky
1,vilikkam
1,vill
1,villa
5,village
1,vinobanagar
2,violated
3,violence
2,violet
4,vip
1,virgil's
2,virgin
1,virgins
1,virtual
1,visa
2,visionsms
16,visit
1,visiting
1,visitor
1,visitors
1,vital
1,vitamin
2,viva
2,vivek
1,vivekanand
8,vl
5,voda
6,vodafone
3,vodka
10,voice
3,voicemail
1,voila
1,volcanoes
5,vomit
1,vomitin
2,vomiting
5,vote
1,voted
17,voucher
20,vouchers
1,vouchers-text
1,vpod
6,vry
1,vs
2,vth
2,vu
17,w
3,wa
1,waaaat
1,wad
1,wadebridge
4,wah
1,wahala
1,wahay
2,waheed
1,waheeda
1,wahleykkum
2,waht
66,wait
2,waited
4,waitin
53,waiting
26,wake
5,waking
3,wales
1,waliking
20,walk
1,walkabout
3,walked
1,walkin
7,walking
1,walks
1,wall
1,wallet
2,wallpaper
1,wallpaper-all
3,walls
3,walmart
1,walsall
1,wamma
55,wan
11,wana
38,wanna
1,wannatell
195,want
27,wanted
4,wanting
21,wants
11,wap
1,waqt
10,warm
